ID,Loc,Block,Border,Row,Tree,Fam,Sur0,Sur1,Sur2,GLD0,GLD1,GLD2,HT0,HT1,HT2,DBH3,DBH4,DBH5,DBH6,DBH7,HT3,HT4,HT5,HT6,HT7,CHT5,CHT6,CHT7
21413,HF,3,0,14,13,AGHS2,0,0,0,4.5,22.09,60.75,0.465,0.982,2.77,3.44678,6.403,8.382,10.922,11.43,3.683,5.4102,7.09295,7.3152,11.2776,0.3048,1.5239,4.026408
21414,HF,3,0,14,14,AGHS2,0,0,0,5.28,25,76.54,0.45,1.14,2.9,4.03606,6.198,8.382,11.43,11.938,3.7973,5.4102,7.3152,7.4676,10.9728,0.355600102,1.4477,1.3716
21702,HF,4,0,17,2,AGHS2,0,0,0,6.04,18.91,40.2,0.52,1.123,2.29,1.3462,4.823,7.62,10.668,11.684,2.3368,4.953,6.8453,7.3152,9.4488,0.1524,3.8707,.
21703,HF,4,0,17,3,AGHS2,0,0,0,5.18,14.71,44.5,0.5,0.964,2.64,3.23342,5.866,7.62,9.652,11.176,3.2512,5.0546,7.1374,7.3152,10.668,1.396999898,4.7241,3.6576
21704,HF,4,0,17,4,AGHS2,0,0,0,5.61,22.01,54.2,0.53,1.278,2.96,2.82194,6.833,7.62,10.414,13.462,3.2258,5.4356,7.5438,7.3152,10.3632,1.498600102,4.4193,4.29768
21802,HF,4,0,18,2,AGHS2,0,0,0,5.3,24.07,36.8,0.49,1.154,2.31,3.06832,5.821,6.35,9.652,12.446,2.8956,4.8006,6.8834,6.7056,9.4488,1.4478,3.6574,5.30352
21803,HF,4,0,18,3,AGHS2,0,0,0,6.12,19.56,44.5,0.42,1.218,2.69,3.84302,6.559,7.62,10.414,11.176,3.4036,5.2578,7.2771,6.7056,9.7536,1.727200102,3.6574,4.90728
21804,HF,4,0,18,4,AGHS2,0,0,0,5.05,10.07,43,0.49,0.745,1.73,2.12344,4.419,7.62,7.62,11.684,2.5908,4.7498,6.985,6.7056,10.3632,1.498600102,4.5717,6.3246
21902,HF,4,0,19,2,AGHS2,0,0,0,4.88,15.29,49,0.45,0.99,2.48,3.38582,5.498,7.62,10.16,.,3.4163,4.953,6.3627,6.7056,.,1.270000102,3.8098,5.47116
21903,HF,4,0,19,3,AGHS2,0,0,0,5.23,13.68,41.5,0.53,1.075,2.5,3.57378,5.745,7.62,9.652,10.922,3.3528,5.08,6.8453,6.7056,9.144,0.9144,3.2002,4.8768
21904,HF,4,0,19,4,AGHS2,0,0,0,4.35,20.64,52.6,0.49,1.284,2.73,3.53822,6.511,7.62,10.16,11.176,3.5306,5.3848,7.2263,6.7056,9.144,1.168399898,3.8098,5.1816
20202,HF,1,0,2,2,AGHS3,0,0,1,5.61,12.1,.,0.6,0.84,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20203,HF,1,0,2,3,AGHS3,0,1,1,6.12,.,.,0.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20204,HF,1,0,2,4,AGHS3,0,0,0,6.16,19.06,43.55,0.56,0.807,2.09,2.13614,4.91,8.89,10.668,.,2.5019,3.9878,4.953,5.4864,.,0.4572,0.4064,.
20302,HF,1,0,3,2,AGHS3,0,0,0,4.35,20.84,62.17,0.44,1.137,2.88,3.5306,6.914,10.16,12.954,16,3.0353,4.445,5.6134,5.7912,6.714744,0.381,4.5717,0.3048
20303,HF,1,0,3,3,AGHS3,0,0,0,6.94,13.42,42.19,0.53,1.018,2.38,2.20218,4.612,7.62,9.398,10.3,2.6797,4.2164,3.61188,6.096,7.019544,0.5334,2.6516,4.02336
20304,HF,1,0,3,4,AGHS3,0,0,0,5.56,21.32,58.4,0.42,1.44,2.78,2.88036,5.464,8.89,11.176,12.5,3.0353,4.4196,5.6388,5.7912,7.013448,0.584200102,1.3715,1.3716
20402,HF,1,0,4,2,AGHS3,0,0,0,5.01,7.9,37.5,0.5,0.783,1.95,1.56972,3.256,8.89,10.16,12,2.4003,3.9878,5.2832,5.4864,9.144,0.40639999,0.3048,2.75844
20403,HF,1,0,4,3,AGHS3,0,0,0,4.3,10.93,44.2,0.56,0.75,1.95,1.38176,4.454,7.62,9.906,11,2.3622,4.191,5.2578,5.4864,10.0584,0.127000102,1.1196,0.9144
20404,HF,1,0,4,4,AGHS3,0,1,1,4.96,.,.,0.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20727,HF,2,0,7,27,AGHS3,0,1,1,3.6,.,.,0.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20728,HF,2,0,7,28,AGHS3,0,0,0,5.2,9.22,12.19,0.57,0.602,2.83,.,0.755,2.54,5.08,5.999999999,1.143,2.0828,3.81,4.2672,6.858,0.2286,0.9906,0.64008
20729,HF,2,0,7,29,AGHS3,0,0,0,5.61,16.67,40.99,0.6,0.852,1.6,1.88722,5.055,7.62,10.414,12.1,2.4384,3.9116,5.207,5.4864,7.3152,0.6096,1.2954,3.5814
20827,HF,2,0,8,27,AGHS3,0,0,0,4.94,18.14,19.62,0.57,0.958,1.64,1.02616,3.353,5.08,10.922,10,2.2352,3.6322,5.0546,5.4864,8.0772,0.3048,0.9652,3.00228
20828,HF,2,0,8,28,AGHS3,0,0,0,5.66,15.63,44.25,0.57,0.897,1.85,1.85166,5.442,8.89,11.938,14.5,2.2733,3.8608,5.6134,6.096,8.382,0.6096,1.3715,1.49352
20829,HF,2,0,8,29,AGHS3,0,0,0,4.69,10.8,12.53,0.5,0.569,0.93,.,1.054,2.54,5.334,5.999999999,1.2192,2.1336,3.6703,4.572,6.2484,0.4572,1.6153,2.25552
20927,HF,2,0,9,27,AGHS3,0,0,0,6.78,9.13,19.3,0.54,0.572,1.63,0.508,2.437,5.08,7.112,7.800000001,1.6891,3.0734,4.8006,4.572,7.824216,0.558799898,1.5239,2.94132
20928,HF,2,0,9,28,AGHS3,0,0,0,4.43,15.14,27.6,0.49,1.04,1.68,1.87706,4.161,5.08,8.636,10.2,2.413,3.5052,5.0292,4.572,7.949184,0.355600102,1.8287,2.62128
20929,HF,2,0,9,29,AGHS3,0,0,0,5.76,12.68,31,0.5,0.61,1.47,1.20142,3.461,5.08,8.636,10.2,2.1082,3.4798,4.5974,4.4196,6.909816,0.253999898,0.254,0.4572
21207,HF,3,0,12,7,AGHS3,0,0,0,5.44,23.89,49.3,0.58,1.232,2.55,4.10718,6.874,7.112,10.668,11.6,3.2766,4.6736,6.49605,6.7056,9.2202,1.168399898,4.1145,3.26136
21208,HF,3,0,12,8,AGHS3,0,0,0,5.19,16.6,35.6,0.58,1.056,2.09,1.99644,4.793,8.89,9.652,10.6,2.6289,4.445,6.5024,7.0104,9.653016,0.558799898,3.9622,3.10896
21209,HF,3,0,12,9,AGHS3,0,0,0,5.86,17.14,41.34,0.5,1.093,2.05,2.3622,5.227,8.128,8.636,10.7,2.5527,4.191,6.1087,7.0104,9.473184,0.965200102,3.9622,5.59308
21307,HF,3,0,13,7,AGHS3,0,0,0,4.5,11.59,22.48,0.353,0.78,1.59,1.48082,3.766,6.35,8.382,10.16,2.2479,4.2926,5.97535,6.4008,.,1.549399898,3.9622,6.0198
21308,HF,3,0,13,8,AGHS3,0,0,0,5.28,11,31.7,0.5,0.808,2.04,2.20218,4.853,7.112,10.16,11.684,2.5781,4.5212,6.34365,6.4008,.,1.2954,4.4193,5.5626
21309,HF,3,0,13,9,AGHS3,0,0,0,5.04,17.12,33.5,0.54,0.914,1.92,2.42824,5.208,6.35,8.636,8.89,2.6289,4.0894,5.3594,5.7912,.,1.244599898,3.8098,2.75844
21407,HF,3,0,14,7,AGHS3,0,0,0,5,16.35,45.63,0.56,0.886,2.34,3.02768,6.376,8.89,11.43,11.938,2.9845,4.7498,5.7531,7.0104,9.7536,0.3048,1.8287,3.03276
21408,HF,3,0,14,8,AGHS3,0,0,0,5.1,13.06,34.47,0.54,0.8,2.02,2.46888,5.577,8.128,11.176,11.176,2.7559,4.8006,6.2484,7.3152,10.0584,0.6096,1.7677,3.5052
21409,HF,3,0,14,9,AGHS3,0,0,0,4.65,17.77,48.92,0.57,1.181,2.32,3.68046,6.715,9.652,12.7,11.43,3.0988,4.6228,6.1722,7.0104,9.7536,0.508000102,1.8287,3.048
21717,HF,4,0,17,17,AGHS3,0,0,0,5.25,13.01,35.3,0.59,0.712,1.8,1.93548,3.472,6.35,8.89,7.62,2.5908,3.4036,5.6769,5.4864,8.2296,0.2286,1.9811,5.1816
21718,HF,4,0,17,18,AGHS3,0,0,0,6.78,12.77,30.9,0.53,1.076,2.16,1.08204,4.453,6.35,10.16,5.08,2.032,3.4798,5.5626,5.4864,7.9248,0.431800102,2.8954,4.32816
21719,HF,4,0,17,19,AGHS3,0,0,0,4.2,13.06,26.5,0.61,0.895,1.78,0.30734,3.587,6.35,8.382,6.858,1.5875,3.5814,4.8768,5.1816,8.2296,0.431800102,2.8954,4.2672
21817,HF,4,0,18,17,AGHS3,0,0,0,5.76,11.63,36.5,0.61,0.95,1.94,2.03454,4.873,6.35,10.16,6.35,2.4003,3.9624,5.1435,5.4864,8.2296,0.762,2.9868,4.98348
21818,HF,4,0,18,18,AGHS3,0,0,0,6.06,11.84,32.8,0.66,0.628,1.68,1.91008,4.645,7.62,10.668,11.684,2.2606,4.1148,5.1054,5.7912,10.0584,0.406399898,3.505,3.81
21819,HF,4,0,18,19,AGHS3,0,0,0,6.23,10.71,31.4,0.66,0.74,1.76,1.49098,3.982,7.62,9.398,10.414,2.1336,3.683,5.8928,5.7912,10.3632,0.482599898,3.3221,1.524
21917,HF,4,0,19,17,AGHS3,0,0,0,4.41,18.92,44.3,0.65,0.83,2.08,2.72796,5.448,8.89,11.938,10.668,2.6416,4.3942,5.8801,6.7056,9.7536,0.406399898,2.1334,3.87096
21918,HF,4,0,19,18,AGHS3,0,0,0,5.56,18.22,42.8,0.49,0.816,1.68,2.26314,5.454,7.62,10.668,11.938,2.4638,4.0132,6.2992,6.7056,9.7536,0.4572,2.4382,3.39852
21919,HF,4,0,19,19,AGHS3,0,0,0,6.45,10.65,28.1,0.64,0.585,1.31,1.25476,4.145,7.62,11.176,9.906,1.8796,3.7084,5.9182,6.7056,9.144,0.406399898,1.2191,3.8862
20227,HF,1,0,2,27,AGHS4,0,0,0,5.46,6.25,29.23,0.52,0.54,1.37,0.29718,1.582,5.08,7.366,9.2,1.4859,2.5146,4.1148,4.2672,7.031736,0.177799898,0.127,1.55448
20228,HF,1,0,2,28,AGHS4,1,1,0,.,.,11.07,.,.,0.74,.,.,.,.,.,.,.,.,.,.,.,.,.
20229,HF,1,0,2,29,AGHS4,0,0,1,6.29,13.59,.,0.53,0.86,.,3.0607,6.018,8.89,12.7,14.5,2.7432,4.3688,5.8166,5.7912,7.930896,0.279400102,0.4318,0.51816
20327,HF,1,0,3,27,AGHS4,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
20328,HF,1,0,3,28,AGHS4,0,0,0,6.68,10.32,26.9,0.58,0.73,1.56,2.13106,5.651,10.16,12.446,11,2.6416,4.0386,5.2578,5.4864,7.333488,0.558799898,0.5334,0.85344
20329,HF,1,0,3,29,AGHS4,0,0,0,5.39,9.91,21.4,0.51,0.832,1.58,1.80848,5.024,7.62,9.652,13,2.3114,3.81,5.4864,5.4864,7.9248,0.584200102,0.5588,0.6096
20427,HF,1,0,4,27,AGHS4,0,0,0,5.77,12.47,45,0.57,1.03,2.07,3.53822,6.662,10.16,12.192,12.7,3.1242,4.0894,5.842,5.7912,12.4968,0.050800102,0.762,0.97536
20428,HF,1,0,4,28,AGHS4,0,0,0,6.4,18.74,58.3,0.56,1.123,2.39,4.09194,6.989,10.16,12.954,13.7,3.3528,4.699,5.969,5.7912,11.8872,0.508000102,3.0478,3.468624
20429,HF,1,0,4,29,AGHS4,0,0,0,5.62,23.64,59.7,0.57,1.182,2.41,4.39928,8.131,10.16,12.7,12.8,3.3147,4.5974,5.6896,5.4864,11.5824,0.025399898,0.4318,0.4572
20702,HF,2,0,7,2,AGHS4,0,0,0,6.56,12.16,44.15,0.48,0.886,2.16,2.86004,6.106,7.62,10.16,11.4,2.8702,4.4196,6.223,6.4008,10.0584,0.025399898,0.5334,1.72212
20703,HF,2,0,7,3,AGHS4,0,0,0,5.75,10.45,53.77,0.56,0.91,2.49,3.46202,6.971,10.16,12.7,14.5,3.2258,4.9276,6.5532,6.4008,9.906,0.558799898,0.9398,0.9144
20704,HF,2,0,7,4,AGHS4,0,0,0,5.9,15.2,53.9,0.48,0.85,2.45,3.90144,6.855,10.16,12.7,13.2,3.1623,4.7244,6.5532,6.4008,10.0584,0.660400102,1.9881,3.18516
20802,HF,2,0,8,2,AGHS4,0,0,0,4.69,18.45,56.81,0.48,1.287,2.86,4.88696,8.042,10.16,13.208,14,3.6703,5.334,6.9342,6.858,9.092184,0.330199898,2.1639,4.0386
20803,HF,2,0,8,3,AGHS4,0,0,0,4.35,17.43,49.93,0.46,1.186,2.65,4.06654,7.377,8.89,10.922,12.2,3.429,4.8006,6.6802,6.7056,8.281416,0.787399898,4.2669,3.438144
20804,HF,2,0,8,4,AGHS4,0,0,0,4.47,18.56,53.41,0.51,1.105,2.57,3.7084,7.817,8.89,11.684,12,3.4036,5.0292,6.6802,6.7056,8.6868,0.355600102,1.9811,3.709416
20902,HF,2,0,9,2,AGHS4,0,0,0,5.95,12.56,43.7,0.53,1.112,2.32,2.73304,5.938,7.62,10.16,12,2.7686,4.5212,6.4008,6.7056,8.863584,0.431800102,0.9652,0.4572
20903,HF,2,0,9,3,AGHS4,0,0,0,6.08,14.92,45.26,0.55,1.025,2.62,3.85064,7.064,8.89,12.192,12.8,3.4036,5.3848,7.1882,7.0104,9.701784,0.6096,4.2669,4.45008
20904,HF,2,0,9,4,AGHS4,0,0,0,4.73,15.13,44,0.51,1.12,2.38,3.70078,7.051,8.89,11.684,12.7,3.175,5.2832,7.3152,7.0104,8.9916,0.939799898,3.8098,5.19684
21222,HF,3,0,12,22,AGHS4,0,0,0,6.25,11.06,35.5,0.57,0.857,1.94,3.08102,6.086,7.62,10.16,11.1,2.9591,4.3434,5.9944,7.0104,9.625584,0.634999898,2.743,3.15468
21223,HF,3,0,12,23,AGHS4,0,0,0,4.37,18.97,42.3,0.55,1.023,2.11,3.2385,6.385,7.366,11.43,12.8,3.1877,5.0292,5.9817,7.1628,9.473184,0.3048,1.8287,4.1148
21224,HF,3,0,12,24,AGHS4,0,0,0,5.99,8.68,29,0.6,0.675,1.79,2.7432,5.358,8.89,9.652,11.7,2.8448,4.445,5.7912,6.7056,9.320784,0.482599898,1.4629,5.15112
21322,HF,3,0,13,22,AGHS4,0,0,0,4.16,3.85,18.1,0.55,0.413,1.4,1.36398,3.997,6.858,9.398,12.7,2.1717,3.9624,6.07695,6.096,.,0.584200102,3.505,3.85572
21323,HF,3,0,13,23,AGHS4,0,0,0,6.5,10.8,44.08,0.55,0.91,2.04,2.69494,5.902,9.652,11.43,14.478,3.0607,4.572,6.3373,6.4008,.,0.381,3.0478,5.44068
21324,HF,3,0,13,24,AGHS4,1,0,0,.,7.96,36.53,.,0.753,1.76,2.99212,5.843,8.636,10.922,12.7,2.6797,4.4958,6.223,6.4008,.,0.431800102,2.2858,4.8768
21422,HF,3,0,14,22,AGHS4,0,0,0,5.02,17.18,29.01,0.6,0.888,1.62,1.63068,4.09,7.366,9.652,11.938,2.2733,3.4798,5.1943,5.7912,10.668,0.482599898,0.7874,1.53924
21423,HF,3,0,14,23,AGHS4,0,0,0,5.02,10.22,30.3,0.58,0.59,1.57,2.43586,6.064,9.144,11.43,12.954,2.7178,4.5466,8.509,6.4008,10.668,0.3048,0.254,0.9144
21424,HF,3,0,14,24,AGHS4,0,0,0,5.43,11.19,38.27,0.54,0.773,1.89,3.52806,6.406,8.89,12.446,11.176,2.8575,4.6482,6.35,6.4008,10.3632,0.4572,0.381,1.00584
21707,HF,4,0,17,7,AGHS4,0,0,0,6.31,14.35,34.6,0.52,0.931,2.16,0.48768,5.316,7.62,10.16,12.192,1.4478,4.3942,6.3754,6.4008,9.7536,0.863599898,4.1145,2.98704
21708,HF,4,0,17,8,AGHS4,0,0,0,6.48,17.17,38.9,0.64,0.952,1.88,0.29718,5.657,6.35,10.922,12.7,1.7399,4.0894,6.1722,6.4008,10.0584,0.584200102,3.352,2.63652
21709,HF,4,0,17,9,AGHS4,0,0,0,5.82,14.89,38.6,0.61,0.779,2.32,1.00076,5.911,7.62,10.922,.,1.9304,4.8514,6.7564,6.4008,.,0.6096,2.743,4.7244
21807,HF,4,0,18,7,AGHS4,0,0,0,5.52,13.04,39.5,0.54,1.136,2.22,4.33578,6.746,8.89,12.192,12.7,3.3528,5.207,7.3025,5.7912,10.0584,0.584200102,4.5717,6.3246
21808,HF,4,0,18,8,AGHS4,0,0,0,5.37,16.36,31.8,0.61,0.95,2.03,2.0447,4.648,8.89,9.398,.,2.5146,4.2672,7.0358,5.7912,.,0.88900001,4.1145,5.85216
21809,HF,4,0,18,9,AGHS4,0,0,0,6.41,14.31,37,0.63,1.123,2.27,3.4671,5.749,6.35,10.414,10.16,3.0988,4.6482,6.5786,5.7912,10.0584,0.6858,4.5717,4.35864
21907,HF,4,0,19,7,AGHS4,0,0,0,6.29,16.37,50.3,0.59,1.064,2.55,4.82092,7.415,7.62,11.684,11.684,3.3782,5.1816,6.8072,6.4008,10.0584,0.406399898,3.0478,4.572
21908,HF,4,0,19,8,AGHS4,0,0,0,6.06,18.75,41.7,0.56,1.083,2.36,3.88366,6.437,8.89,12.446,12.7,3.1496,4.8006,6.7564,6.4008,10.0584,0.482599898,2.5906,5.04444
21909,HF,4,0,19,9,AGHS4,0,0,0,6.92,12.28,41.7,0.62,0.88,2.34,3.71348,7.131,7.62,11.43,13.208,3.2131,5.08,6.5659,6.4008,10.0584,0.660400102,1.8287,3.26136
10212,Tech,1,0,2,12,AGH2,0,1,1,4.25,.,.,0.511,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10213,Tech,1,0,2,13,AGH2,0,0,0,5.81,11.24,21.46,0.599,0.715,1.5,1.778,5.23,8.128,9.652,12.954,2.4638,3.95605,6.5,6.096,8.5344,0.634999898,0.927,0.97536
10214,Tech,1,0,2,14,AGH2,0,0,0,3.04,11.71,34.68,0.411,0.812,1.62,1.016,5.09,7.112,9.652,12.192,2.667,4.0259,5.6,6.7056,8.5344,0.787399898,0.559,0.70104
10312,Tech,1,0,3,12,AGH2,0,0,0,3.15,9.96,45.42,0.308,0.983,1.57,1.016,4.62,8.128,11.176,13.208,2.5908,4.04495,5.1,6.4008,8.2296,2.539998984,1.219,1.55448
10313,Tech,1,0,3,13,AGH2,0,0,0,4.47,11.7,40.26,0.413,0.916,1.43,1.27,4.37,7.112,8.128,10.668,2.413,3.60045,4.2,6.096,7.95528,1.955800102,0.61,1.79832
10314,Tech,1,0,3,14,AGH2,0,0,0,7.74,13.27,39.67,0.503,0.934,1.88,2.032,4.8,7.366,9.652,10.922,2.7432,4.4831,5.8,7.0104,8.5344,2.997199898,0.534,0.4572
10412,Tech,1,0,4,12,AGH2,0,1,1,6.2,.,.,0.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10413,Tech,1,0,4,13,AGH2,0,1,1,5.84,.,.,0.536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10414,Tech,1,0,4,14,AGH2,0,0,0,4.54,9.89,40.63,0.332,0.816,1.62,1.778,5.7,8.89,10.922,12.7,2.6416,4.5085,5.2,6.7056,8.382,0.6858,0.889,1.63068
10717,Tech,2,0,7,17,AGH2,0,1,1,3.73,.,.,0.519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10718,Tech,2,0,7,18,AGH2,0,0,0,6.22,9.13,41.09,0.446,0.656,1.49,1.016,4.21,.,8.89,10.922,2.286,3.683,.,6.4008,7.9248,0.508000102,0.762,0.9144
10719,Tech,2,0,7,19,AGH2,0,0,0,4.32,7.69,35.97,0.401,0.511,1.27,0.762,3.74,7.62,8.636,10.16,2.2098,3.4544,5.6,7.0104,8.2296,0.558799898,1.219,1.3716
10817,Tech,2,0,8,17,AGH2,0,0,0,4.42,7.51,33.45,0.431,0.483,1.42,0.762,3.37,6.858,9.906,12.7,2.3114,3.3782,5.8,7.0104,8.8392,0.431800102,0.61,1.43256
10818,Tech,2,0,8,18,AGH2,0,0,1,3.19,7.09,.,0.399,0.677,.,.,.,.,.,.,.,.,.,.,.,.,.,6.595872
10819,Tech,2,0,8,19,AGH2,0,1,1,6.69,.,.,0.426,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.29412
10917,Tech,2,0,9,17,AGH2,0,0,0,4.85,7,33.1,0.528,0.558,1.52,1.016,4.59,7.366,9.652,12.446,2.5654,4.4704,6.9,8.5344,8.5344,2.006599898,1.168,2.078736
10918,Tech,2,0,9,18,AGH2,0,0,0,5.07,10.52,41.74,0.556,0.652,1.49,0.762,4.77,6.858,8.636,11.176,2.3876,4.1529,5,5.4864,7.62,0.965200102,0.914,0.9144
10919,Tech,2,0,9,19,AGH2,0,1,1,5.2,.,.,0.592,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11207,Tech,3,0,12,7,AGH2,0,0,0,3.03,9.17,41.17,0.476,0.903,1.86,2.794,6.11,8.636,8.636,9.652,3.2766,5.2959,6.6,7.9248,8.2296,2.794000102,3.505,3.621024
11208,Tech,3,0,12,8,AGH2,0,0,0,3.48,8.78,40.15,0.485,0.64,1.95,2.54,6.19,6.604,10.16,10.668,3.1242,5.0927,6.2,8.2296,8.2296,4.1148,1.585,3.03276
11209,Tech,3,0,12,9,AGH2,0,0,0,4.02,12.05,37,0.602,0.733,1.76,3.048,6.38,10.922,10.16,11.684,3.175000001,5.1181,7.6,7.0104,7.9248,3.860800102,2.804,4.13004
11307,Tech,3,0,13,7,AGH2,0,0,0,4.02,13.45,47.13,0.402,0.841,2.21,3.81,7.2,10.414,12.192,13.716,3.5052,5.553075,7.5,9.4488,8.8392,0.660400102,3.505,4.828032
11308,Tech,3,0,13,8,AGH2,0,0,0,3.4,14.32,44.93,0.393,0.845,2.25,3.556,7.36,10.668,11.938,13.208,3.5052,5.578475,6.5,8.5344,8.5344,0.9144,3.399,5.4864
11309,Tech,3,0,13,9,AGH2,0,0,0,3.67,12.62,41.61,0.47,0.827,2.2,2.794,6.74,9.144,10.922,12.192,3.632200001,5.588,7.2,9.144,8.8392,1.524,3.292,6.477
11407,Tech,3,0,14,7,AGH2,0,0,0,4.79,13.14,42.01,0.572,0.797,1.89,2.794,6.19,9.398,11.43,12.192,3.1242,4.99745,6.9,7.62,8.2296,0.9906,3.551,3.1242
11408,Tech,3,0,14,8,AGH2,0,0,0,4.32,9.09,29.24,0.501,0.552,1.68,1.27,3.835,7.366,8.636,10.16,2.8448,4.238625,6.5,7.62,8.2296,0.736600102,2.636,4.66344
11409,Tech,3,0,14,9,AGH2,0,0,0,3.88,11.92,43.09,0.48,0.817,1.98,3.048,7.29,11.176,12.954,14.478,3.378199999,5.36575,7.7,8.5344,8.2296,1.2192,3.353,4.14528
11727,Tech,4,0,17,27,AGH2,0,0,0,5.75,13.34,29.78,0.385,0.56,1.17,2.286,6.14,7.112,9.652,9.398,2.5908,5.0165,6.1,7.0104,8.5344,0.4572,1.554,1.87452
11728,Tech,4,0,17,28,AGH2,0,0,0,5.92,9.89,31.17,0.305,0.495,1.26,1.778,5.09,8.128,9.398,12.7,2.7178,3.937,6.2,7.0104,9.144,0.406399898,1.981,3.62712
11729,Tech,4,0,17,29,AGH2,0,0,0,6,8.19,26.56,0.438,0.545,1.03,1.27,4.35,7.62,10.16,11.684,2.159,3.937,5.8,6.096,9.144,0.4572,1.494,2.938272
11827,Tech,4,0,18,27,AGH2,0,0,0,3.69,7.44,29,0.205,0.357,1.45,1.016,5.48,7.874,11.684,10.922,2.1336,4.318,5.3,7.3152,8.5344,0.330199898,2.1639,4.40436
11828,Tech,4,0,18,28,AGH2,0,0,0,3.69,8.95,37.26,0.35,0.583,1.65,1.016,4.54,7.112,9.906,10.922,2.0574,3.8608,5.6,7.3152,8.8392,0.4572,1.3715,2.65176
11829,Tech,4,0,18,29,AGH2,0,0,0,7.08,10.05,27.8,0.455,0.525,1.35,1.27,4.37,7.366,9.398,11.684,1.9812,3.5052,5.5,7.0104,8.8392,0.330199898,0.3048,2.57556
11927,Tech,4,0,19,27,AGH2,0,0,1,6.17,11.68,.,0.481,0.67,.,1.524,5.62,9.144,.,13.97,2.5908,4.5974,6.1,.,8.5344,1.2192,2.1639,.
11928,Tech,4,0,19,28,AGH2,0,0,0,5.3,12.06,22.48,0.336,0.868,1.28,2.286,5.13,7.62,10.16,10.922,2.4384,4.0386,5.3,7.0104,8.2296,0.4572,2.8954,4.45008
11929,Tech,4,0,19,29,AGH2,0,0,0,4.79,10.83,33.5,0.433,0.624,1.53,1.778,4,7.112,8.636,11.43,2.667,3.6449,5.1,6.7056,8.2296,0.508000102,2.1944,4.05384
10217,Tech,1,0,2,17,AGH25,0,0,0,4.63,10.71,42.8,0.465,0.868,1.87,1.778,5.67,8.128,10.922,13.97,3.0226,4.3688,5.9,7.3152,7.62,1.244599898,0.737,0.73152
10218,Tech,1,0,2,18,AGH25,0,0,0,4.74,10.13,35.84,0.493,0.664,1.68,1.524,4.75,7.112,9.144,10.922,2.7686,4.5212,7.4,8.2296,8.8392,0.660400102,1.016,0.85344
10219,Tech,1,0,2,19,AGH25,0,0,0,5.65,13.62,46.41,0.474,0.603,1.54,1.016,3.91,6.604,7.874,8.89,2.3622,3.94335,5.9,7.0104,7.62,1.777999898,1.524,1.8288
10317,Tech,1,0,3,17,AGH25,0,1,1,5.73,.,.,0.485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10318,Tech,1,0,3,18,AGH25,0,0,0,5.29,9.83,32.12,0.394,0.725,1.53,1.27,5.71,8.128,9.398,11.43,2.6924,4.4831,6.7,8.2296,8.41248,0.127000102,0.94,1.03632
10319,Tech,1,0,3,19,AGH25,0,1,1,5.29,.,.,0.381,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10417,Tech,1,0,4,17,AGH25,0,0,0,4.42,9.69,25.87,0.37,0.539,1.29,1.016,4.54,7.112,9.906,11.43,2.3876,4.3307,6,6.096,8.0772,2.4384,1.321,0.9144
10418,Tech,1,0,4,18,AGH25,0,0,0,5.61,11.42,38.94,0.574,0.68,1.96,2.032,5.8,9.144,10.668,12.192,2.8702,4.59105,6.9,7.3152,8.6868,1.574800102,0.432,1.41732
10419,Tech,1,0,4,19,AGH25,0,0,0,5.16,11.03,37.64,0.49,0.593,1.32,1.524,5.47,8.128,10.414,12.446,2.3622,3.8862,5.6,7.0104,8.2296,0.508000102,0.686,2.30124
10722,Tech,2,0,7,22,AGH25,0,0,0,3.13,7.6,32.51,0.432,0.542,1.49,1.016,5.11,8.128,9.398,10.922,2.3876,4.3688,5.6,6.7056,7.9248,0.660400102,2.134,1.23444
10723,Tech,2,0,7,23,AGH25,0,0,0,3.76,6.74,39.67,0.334,0.471,1.48,1.016,4.68,7.62,10.414,10.922,2.4638,4.191,6,7.0104,8.5344,0.4572,1.245,1.551432
10724,Tech,2,0,7,24,AGH25,0,0,0,4.35,10.03,44.34,0.324,0.532,1.46,1.778,6.71,7.874,10.922,13.462,2.4892,4.5212,6,7.0104,8.2296,0.8382,1.372,3.13944
10822,Tech,2,0,8,22,AGH25,0,0,0,5.82,9.37,48.25,0.536,0.468,1.56,1.016,6.385,6.604,8.128,9.906,2.7178,4.6355,7,8.2296,8.5344,0.3048,1.951,7.62
10823,Tech,2,0,8,23,AGH25,0,0,0,4.69,11.05,44.09,0.311,0.665,1.57,1.016,5.24,8.636,9.652,11.938,2.4638,3.8481,6.3,7.9248,9.144,2.387599898,2.225,7.0104
